no_below,no_above,idf,bool,norm,alpha,score
3,0.316227766017,False,False,None,0.1,0.631424375918
3,0.316227766017,False,False,None,1.0,0.621973315763
3,0.316227766017,False,False,l2,0.001,0.0597548518897
3,0.316227766017,False,False,l2,0.01,0.0592592592593
3,0.316227766017,False,False,l2,0.1,0.044741578812
3,0.316227766017,False,False,l2,1.0,0.00839234198794
3,0.316227766017,False,True,None,0.001,0.604110512129
3,0.316227766017,False,True,None,0.01,0.614870509607
3,0.316227766017,False,True,None,0.1,0.622999505032
3,0.316227766017,False,True,None,1.0,0.614536340852
4,0.01,True,False,None,0.001,0.616559293725
4,0.01,True,False,None,0.01,0.618043141461
4,0.01,True,False,None,0.1,0.620648687181
4,0.01,True,False,None,1.0,0.629477392836
4,0.01,True,False,l2,0.001,0.06316861946
4,0.01,True,False,l2,0.01,0.0621814475025
4,0.01,True,False,l2,0.1,0.0617189492476
4,0.01,True,False,l2,1.0,0.0290531776913
4,0.01,False,False,None,0.001,0.44117069338
4,0.01,False,False,None,0.01,0.446662752006
4,0.01,False,False,None,0.1,0.454051958123
4,0.01,False,False,None,1.0,0.435143139191
4,0.01,False,False,l2,0.001,0.0467746080699
4,0.01,False,False,l2,0.01,0.0497818835001
4,0.01,False,False,l2,0.1,0.0417418191188
4,0.01,False,False,l2,1.0,0.0156698876991
4,0.01,False,True,None,0.001,0.423421629158
4,0.01,False,True,None,0.01,0.430836305985
4,0.01,False,True,None,0.1,0.442960926762
4,0.01,False,True,None,1.0,0.421787709497
4,0.0316227766017,True,False,None,0.001,0.656216345579
4,0.0316227766017,True,False,None,0.01,0.657586618877
4,0.0316227766017,True,False,None,0.1,0.661998575837
4,0.0316227766017,True,False,None,1.0,0.666980023502
4,0.0316227766017,True,False,l2,0.001,0.0729853015712
4,0.0316227766017,True,False,l2,0.01,0.0749367088608
4,0.0316227766017,True,False,l2,0.1,0.0636618283677
4,0.0316227766017,True,False,l2,1.0,0.0300907911803
4,0.0316227766017,False,False,None,0.001,0.549265496238
4,0.0316227766017,False,False,None,0.01,0.562045091426
4,0.0316227766017,False,False,None,0.1,0.57338723853
4,0.0316227766017,False,False,None,1.0,0.557837458311
4,0.0316227766017,False,False,l2,0.001,0.0493192910352
4,0.0316227766017,False,False,l2,0.01,0.0503209242619
4,0.0316227766017,False,False,l2,0.1,0.0432878124195
4,0.0316227766017,False,False,l2,1.0,0.0151594354417
4,0.0316227766017,False,True,None,0.001,0.535165431206
4,0.0316227766017,False,True,None,0.01,0.546367713004
4,0.0316227766017,False,True,None,0.1,0.557965860597
4,0.0316227766017,False,True,None,1.0,0.540685224839
4,0.1,True,False,None,0.001,0.673092942997
4,0.1,True,False,None,0.01,0.675133531157
4,0.1,True,False,None,0.1,0.6796644216
4,0.1,True,False,None,1.0,0.682801356249
4,0.1,True,False,l2,0.001,0.088486676722
4,0.1,True,False,l2,0.01,0.088486676722
4,0.1,True,False,l2,0.1,0.0807672892479
4,0.1,True,False,l2,1.0,0.0305857957491
4,0.1,False,False,None,0.001,0.619474908608
4,0.1,False,False,None,0.01,0.628486548935
4,0.1,False,False,None,0.1,0.63499344692
4,0.1,False,False,None,1.0,0.624959056666
4,0.1,False,False,l2,0.001,0.0647298674822
4,0.1,False,False,l2,0.01,0.0657157412124
4,0.1,False,False,l2,0.1,0.0508213552361
4,0.1,False,False,l2,1.0,0.0120418848168
4,0.1,False,True,None,0.001,0.608069646744
4,0.1,False,True,None,0.01,0.618857901726
4,0.1,False,True,None,0.1,0.625946657886
4,0.1,False,True,None,1.0,0.616531389763
4,0.316227766017,True,False,None,0.001,0.672454804948
4,0.316227766017,True,False,None,0.01,0.674181300427
4,0.316227766017,True,False,None,0.1,0.67941905774
4,0.316227766017,True,False,None,1.0,0.683348924228
4,0.316227766017,True,False,l2,0.001,0.0865626572723
4,0.316227766017,True,False,l2,0.01,0.0875251509054
4,0.316227766017,True,False,l2,0.1,0.0763976726537
4,0.316227766017,True,False,l2,1.0,0.0270059724747
4,0.316227766017,False,False,None,0.001,0.617880794702
4,0.316227766017,False,False,None,0.01,0.626890203813
4,0.316227766017,False,False,None,0.1,0.632969183108
4,0.316227766017,False,False,None,1.0,0.624345549738
4,0.316227766017,False,False,l2,0.001,0.0543171919037
4,0.316227766017,False,False,l2,0.01,0.0533196616252
4,0.316227766017,False,False,l2,0.1,0.0427835051546
4,0.316227766017,False,False,l2,1.0,0.0136018833377
4,0.316227766017,False,True,None,0.001,0.608273321052
4,0.316227766017,False,True,None,0.01,0.618810235959
4,0.316227766017,False,True,None,0.1,0.625144175317
4,0.316227766017,False,True,None,1.0,0.618505690252
5,0.01,True,False,None,0.001,0.620910384068
5,0.01,True,False,None,0.01,0.621727283497
5,0.01,True,False,None,0.1,0.623125073816
5,0.01,True,False,None,1.0,0.628377588022
5,0.01,True,False,l2,0.001,0.0517683239364
5,0.01,True,False,l2,0.01,0.0527663934426
5,0.01,True,False,l2,0.1,0.0517948717949
5,0.01,True,False,l2,1.0,0.0254810192408
5,0.01,False,False,None,0.001,0.441778127459
5,0.01,False,False,None,0.01,0.44470634453
5,0.01,False,False,None,0.1,0.453021442495
5,0.01,False,False,None,1.0,0.442296310909
5,0.01,False,False,l2,0.001,0.0382132713659
5,0.01,False,False,l2,0.01,0.0417525773196
5,0.01,False,False,l2,0.1,0.0377066115702
5,0.01,False,False,l2,1.0,0.0198174706649
5,0.01,False,True,None,0.001,0.426066161817
5,0.01,False,True,None,0.01,0.429992044551
5,0.01,False,True,None,0.1,0.442387236557
5,0.01,False,True,None,1.0,0.428343949045
5,0.0316227766017,True,False,None,0.001,0.659239066019
5,0.0316227766017,True,False,None,0.01,0.660663507109
5,0.0316227766017,True,False,None,0.1,0.664621194241
5,0.0316227766017,True,False,None,1.0,0.666354483727
5,0.0316227766017,True,False,l2,0.001,0.0724784591992
5,0.0316227766017,True,False,l2,0.01,0.0754048582996
5,0.0316227766017,True,False,l2,0.1,0.0611776701504
5,0.0316227766017,True,False,l2,1.0,0.0249674902471
5,0.0316227766017,False,False,None,0.001,0.553405017921
5,0.0316227766017,False,False,None,0.01,0.563300142248
5,0.0316227766017,False,False,None,0.1,0.56940760389
5,0.0316227766017,False,False,None,1.0,0.565752461322
5,0.0316227766017,False,False,l2,0.001,0.0462843918745
5,0.0316227766017,False,False,l2,0.01,0.0492939666239
5,0.0316227766017,False,False,l2,0.1,0.0427614631633
5,0.0316227766017,False,False,l2,1.0,0.0146405228758
5,0.0316227766017,False,True,None,0.001,0.54309412189
5,0.0316227766017,False,True,None,0.01,0.551872424297
5,0.0316227766017,False,True,None,0.1,0.557119942969
5,0.0316227766017,False,True,None,1.0,0.547920756737
5,0.1,True,False,None,0.001,0.673659398939
5,0.1,True,False,None,0.01,0.674667607954
5,0.1,True,False,None,0.1,0.67793030623
5,0.1,True,False,None,1.0,0.68053940944
5,0.1,True,False,l2,0.001,0.0894247676463
5,0.1,True,False,l2,0.01,0.0894247676463
5,0.1,True,False,l2,0.1,0.0788077797424
5,0.1,True,False,l2,1.0,0.032116032116
5,0.1,False,False,None,0.001,0.620381110191
5,0.1,False,False,None,0.01,0.627883981543
5,0.1,False,False,None,0.1,0.631906869979
5,0.1,False,False,None,1.0,0.626679777122
5,0.1,False,False,l2,0.001,0.0632169258221
5,0.1,False,False,l2,0.01,0.0646968925115
5,0.1,False,False,l2,0.1,0.052294283517
5,0.1,False,False,l2,1.0,0.0151594354417
5,0.1,False,True,None,0.001,0.608942275609
5,0.1,False,True,None,0.01,0.618163738813
5,0.1,False,True,None,0.1,0.622544974418
5,0.1,False,True,None,1.0,0.625308540398
5,0.316227766017,True,False,None,0.001,0.674678920702
5,0.316227766017,True,False,None,0.01,0.675764705882
5,0.316227766017,True,False,None,0.1,0.679422467426
5,0.316227766017,True,False,None,1.0,0.681311018131
5,0.316227766017,True,False,l2,0.001,0.0865408805031
5,0.316227766017,True,False,l2,0.01,0.0879839115133
5,0.316227766017,True,False,l2,0.1,0.0758917278017
5,0.316227766017,True,False,l2,1.0,0.0305857957491
5,0.316227766017,False,False,None,0.001,0.619071227896
5,0.316227766017,False,False,None,0.01,0.627238376869
5,0.316227766017,False,False,None,0.1,0.632746249185
5,0.316227766017,False,False,None,1.0,0.628468821417
5,0.316227766017,False,False,l2,0.001,0.055285385206
5,0.316227766017,False,False,l2,0.01,0.0562803786135
5,0.316227766017,False,False,l2,0.1,0.0452791355801
5,0.316227766017,False,False,l2,1.0,0.0136018833377
5,0.316227766017,False,True,None,0.001,0.611870623541
5,0.316227766017,False,True,None,0.01,0.619079165287
5,0.316227766017,False,True,None,0.1,0.623248145095
5,0.316227766017,False,True,None,1.0,0.621097601052
10,0.01,True,False,None,0.001,0.622981079834
10,0.01,True,False,None,0.01,0.623774933702
10,0.01,True,False,None,0.1,0.623400576369
10,0.01,True,False,None,1.0,0.625086147484
10,0.01,True,False,l2,0.001,0.0387396694215
10,0.01,True,False,l2,0.01,0.0387396694215
10,0.01,True,False,l2,0.1,0.0377260981912
10,0.01,True,False,l2,1.0,0.0213652944242
10,0.01,False,False,None,0.001,0.439889633425
10,0.01,False,False,None,0.01,0.440504334121
10,0.01,False,False,None,0.1,0.443000590667
10,0.01,False,False,None,1.0,0.432443125618
10,0.01,False,False,l2,0.001,0.0321326768593
10,0.01,False,False,l2,0.01,0.0316226023847
10,0.01,False,False,l2,0.1,0.0300907911803
10,0.01,False,False,l2,1.0,0.0141213389121
10,0.01,False,True,None,0.001,0.429765220852
10,0.01,False,True,None,0.01,0.430701928813
10,0.01,False,True,None,0.1,0.429538216561
10,0.01,False,True,None,1.0,0.420043920942
10,0.0316227766017,True,False,None,0.001,0.658315935978
10,0.0316227766017,True,False,None,0.01,0.658315935978
10,0.0316227766017,True,False,None,0.1,0.659017153454
10,0.0316227766017,True,False,None,1.0,0.658362168397
10,0.0316227766017,True,False,l2,0.001,0.0582673140813
10,0.0316227766017,True,False,l2,0.01,0.0567774936061
10,0.0316227766017,True,False,l2,0.1,0.0492939666239
10,0.0316227766017,True,False,l2,1.0,0.0254677754678
10,0.0316227766017,False,False,None,0.001,0.559328091494
10,0.0316227766017,False,False,None,0.01,0.56256684492
10,0.0316227766017,False,False,None,0.1,0.563555555556
10,0.0316227766017,False,False,None,1.0,0.559307053208
10,0.0316227766017,False,False,l2,0.001,0.0377066115702
10,0.0316227766017,False,False,l2,0.01,0.0377066115702
10,0.0316227766017,False,False,l2,0.1,0.0371996900026
10,0.0316227766017,False,False,l2,1.0,0.0167145468791
10,0.0316227766017,False,True,None,0.001,0.54797479748
10,0.0316227766017,False,True,None,0.01,0.551526032316
10,0.0316227766017,False,True,None,0.1,0.555297480793
10,0.0316227766017,False,True,None,1.0,0.549474059547
10,0.1,True,False,None,0.001,0.668431349983
10,0.1,True,False,None,0.01,0.668507016333
10,0.1,True,False,None,0.1,0.668658088235
10,0.1,True,False,None,1.0,0.668952903521
10,0.1,True,False,l2,0.001,0.0632169258221
10,0.1,True,False,l2,0.01,0.0637104994903
10,0.1,True,False,l2,0.1,0.0567774936061
10,0.1,True,False,l2,1.0,0.0336438923395
10,0.1,False,False,None,0.001,0.622837370242
10,0.1,False,False,None,0.01,0.624218492925
10,0.1,False,False,None,0.1,0.623645320197
10,0.1,False,False,None,1.0,0.618468616497
10,0.1,False,False,l2,0.001,0.0502950987939
10,0.1,False,False,l2,0.01,0.0492939666239
10,0.1,False,False,l2,0.1,0.0397316821465
10,0.1,False,False,l2,1.0,0.0151594354417
10,0.1,False,True,None,0.001,0.609275942609
10,0.1,False,True,None,0.01,0.611878223257
10,0.1,False,True,None,0.1,0.61377593361
10,0.1,False,True,None,1.0,0.612796833773
10,0.316227766017,True,False,None,0.001,0.668353847924
10,0.316227766017,True,False,None,0.01,0.668429524029
10,0.316227766017,True,False,None,0.1,0.668580615526
10,0.316227766017,True,False,None,1.0,0.667731629393
10,0.316227766017,True,False,l2,0.001,0.0602501914731
10,0.316227766017,True,False,l2,0.01,0.0607452782032
10,0.316227766017,True,False,l2,0.1,0.0577709611452
10,0.316227766017,True,False,l2,1.0,0.0285417747794
10,0.316227766017,False,False,None,0.001,0.620338426154
10,0.316227766017,False,False,None,0.01,0.622193083101
10,0.316227766017,False,False,None,0.1,0.623266438244
10,0.316227766017,False,False,None,1.0,0.616948041305
10,0.316227766017,False,False,l2,0.001,0.0452791355801
10,0.316227766017,False,False,l2,0.01,0.0437693099897
10,0.316227766017,False,False,l2,0.1,0.0392258064516
10,0.316227766017,False,False,l2,1.0,0.00943643512451
10,0.316227766017,False,True,None,0.001,0.616099585062
10,0.316227766017,False,True,None,0.01,0.618669314796
10,0.316227766017,False,True,None,0.1,0.616887417219
10,0.316227766017,False,True,None,1.0,0.612231404959
