no_below,no_above,idf,bool,norm,alpha,score
5,0.1,True,False,l2,0.01,0.142055162314
5,0.1,True,False,l2,0.1,0.137964774951
5,0.1,True,False,l2,1.0,0.0321326768593
5,0.1,False,False,None,0.001,0.616234309623
5,0.1,False,False,None,0.01,0.624584717608
5,0.1,False,False,None,0.1,0.639006860503
5,0.1,False,False,None,1.0,0.627438124898
5,0.1,False,False,l2,0.001,0.109425516041
5,0.1,False,False,l2,0.01,0.111773472429
5,0.1,False,False,l2,0.1,0.0976220275344
5,0.1,False,False,l2,1.0,0.0125621565035
5,0.1,False,True,None,0.001,0.609504481651
5,0.1,False,True,None,0.01,0.622155287818
5,0.1,False,True,None,0.1,0.635975008221
5,0.1,False,True,None,1.0,0.615614122327
5,0.316227766017,True,False,None,0.001,0.669874167283
5,0.316227766017,True,False,None,0.01,0.674527143208
5,0.316227766017,True,False,None,0.1,0.679167173992
5,0.316227766017,True,False,None,1.0,0.687151500771
5,0.316227766017,True,False,l2,0.001,0.13880742913
5,0.316227766017,True,False,l2,0.01,0.143867349427
5,0.316227766017,True,False,l2,0.1,0.13431372549
5,0.316227766017,True,False,l2,1.0,0.0295796574987
5,0.316227766017,False,False,None,0.001,0.617366571859
5,0.316227766017,False,False,None,0.01,0.626617988716
5,0.316227766017,False,False,None,0.1,0.636110656409
5,0.316227766017,False,False,None,1.0,0.628112712975
5,0.316227766017,False,False,l2,0.001,0.101398601399
5,0.316227766017,False,False,l2,0.01,0.105709299427
5,0.316227766017,False,False,l2,0.1,0.0900176012069
5,0.316227766017,False,False,l2,1.0,0.00839234198794
5,0.316227766017,False,True,None,0.001,0.61032388664
5,0.316227766017,False,True,None,0.01,0.623978655995
5,0.316227766017,False,True,None,0.1,0.636199243794
5,0.316227766017,False,True,None,1.0,0.616481512187
10,0.01,True,False,None,0.001,0.638372913238
10,0.01,True,False,None,0.01,0.639717978848
10,0.01,True,False,None,0.1,0.641341306132
10,0.01,True,False,None,1.0,0.649669718391
10,0.01,True,False,l2,0.001,0.0798584786454
10,0.01,True,False,l2,0.01,0.0798584786454
10,0.01,True,False,l2,0.1,0.0760070939954
10,0.01,True,False,l2,1.0,0.0311122634172
10,0.01,False,False,None,0.001,0.514327971899
10,0.01,False,False,None,0.01,0.517425779089
10,0.01,False,False,None,0.1,0.519389818048
10,0.01,False,False,None,1.0,0.515034126545
10,0.01,False,False,l2,0.001,0.0676844783715
10,0.01,False,False,l2,0.01,0.0671926698906
10,0.01,False,False,l2,0.1,0.0617662072486
10,0.01,False,False,l2,1.0,0.0213652944242
10,0.01,False,True,None,0.001,0.493975903614
10,0.01,False,True,None,0.01,0.496621621622
10,0.01,False,True,None,0.1,0.502237136465
10,0.01,False,True,None,1.0,0.492955100507
10,0.0316227766017,True,False,None,0.001,0.660455242363
10,0.0316227766017,True,False,None,0.01,0.661328308997
10,0.0316227766017,True,False,None,0.1,0.662988613687
10,0.0316227766017,True,False,None,1.0,0.666899035669
10,0.0316227766017,True,False,l2,0.001,0.0972187421699
10,0.0316227766017,True,False,l2,0.01,0.096264728002
10,0.0316227766017,True,False,l2,0.1,0.0910005027652
10,0.0316227766017,True,False,l2,1.0,0.0346790890269
10,0.0316227766017,False,False,None,0.001,0.578241949521
10,0.0316227766017,False,False,None,0.01,0.583116658
10,0.0316227766017,False,False,None,0.1,0.589328743546
10,0.0316227766017,False,False,None,1.0,0.577049180328
10,0.0316227766017,False,False,l2,0.001,0.0760070939954
10,0.0316227766017,False,False,l2,0.01,0.0760070939954
10,0.0316227766017,False,False,l2,0.1,0.0642365536579
10,0.0316227766017,False,False,l2,1.0,0.0223958333333
10,0.0316227766017,False,True,None,0.001,0.571178427596
10,0.0316227766017,False,True,None,0.01,0.575414123801
10,0.0316227766017,False,True,None,0.1,0.581717451524
10,0.0316227766017,False,True,None,1.0,0.567952728537
10,0.1,True,False,None,0.001,0.671915393655
10,0.1,True,False,None,0.01,0.671832804978
10,0.1,True,False,None,0.1,0.673063421484
10,0.1,True,False,None,1.0,0.678385567249
10,0.1,True,False,l2,0.001,0.11083499006
10,0.1,True,False,l2,0.01,0.110365398956
10,0.1,True,False,l2,0.1,0.104291417166
10,0.1,True,False,l2,1.0,0.0407636738906
10,0.1,False,False,None,0.001,0.628334714167
10,0.1,False,False,None,0.01,0.632343234323
10,0.1,False,False,None,0.1,0.635217035217
10,0.1,False,False,None,1.0,0.622069191671
10,0.1,False,False,l2,0.001,0.0860810470677
10,0.1,False,False,l2,0.01,0.0846347607053
10,0.1,False,False,l2,0.1,0.0789074355083
10,0.1,False,False,l2,1.0,0.0229107003385
10,0.1,False,True,None,0.001,0.620804808816
10,0.1,False,True,None,0.01,0.623087159015
10,0.1,False,True,None,0.1,0.628476821192
10,0.1,False,True,None,1.0,0.618771726535
10,0.316227766017,True,False,None,0.001,0.67105572537
10,0.316227766017,True,False,None,0.01,0.670973804769
10,0.316227766017,True,False,None,0.1,0.672591206735
10,0.316227766017,True,False,None,1.0,0.676759505374
10,0.316227766017,True,False,l2,0.001,0.11083499006
10,0.316227766017,True,False,l2,0.01,0.11083499006
10,0.316227766017,True,False,l2,0.1,0.103344982526
10,0.316227766017,True,False,l2,1.0,0.0387396694215
10,0.316227766017,False,False,None,0.001,0.624543946932
10,0.316227766017,False,False,None,0.01,0.627768595041
10,0.316227766017,False,False,None,0.1,0.63339353144
10,0.316227766017,False,False,None,1.0,0.622338683262
10,0.316227766017,False,False,l2,0.001,0.0808080808081
10,0.316227766017,False,False,l2,0.01,0.0788675429727
10,0.316227766017,False,False,l2,0.1,0.0735667174023
10,0.316227766017,False,False,l2,1.0,0.0198174706649
10,0.316227766017,False,True,None,0.001,0.622311155578
10,0.316227766017,False,True,None,0.01,0.625
10,0.316227766017,False,True,None,0.1,0.630014858841
10,0.316227766017,False,True,None,1.0,0.621339950372
